学生ID,性别,父母收入,IQ,父母鼓励,升学计划
4270,女,44730,103,鼓励,不计划
4271,女,30780,100,鼓励,不计划
4276,男,13600,103,不鼓励,不计划
4277,男,20100,89,不鼓励,不计划
4278,女,10500,97,不鼓励,不计划
4279,男,9800,91,不鼓励,不计划
4280,男,19500,96,不鼓励,计划
4283,女,12800,100,不鼓励,不计划
4285,女,46420,90,鼓励,计划
4286,男,36990,68,鼓励,不计划
4287,女,39060,76,鼓励,不计划
4290,男,67900,114,不鼓励,计划
4292,女,8370,101,鼓励,不计划
4293,女,51370,66,鼓励,计划
4294,男,45540,131,鼓励,计划
4296,女,68310,135,鼓励,计划
4300,男,49100,66,不鼓励,不计划
4302,男,38940,118,鼓励,计划
4303,女,66800,106,不鼓励,不计划
4305,女,22000,94,不鼓励,不计划
4306,男,74690,134,鼓励,计划
4309,女,51600,97,不鼓励,不计划
4310,女,46500,62,不鼓励,不计划
4311,男,55110,113,鼓励,计划
4315,男,21670,91,鼓励,计划
4318,女,21400,86,不鼓励,不计划
4319,女,21600,64,不鼓励,不计划
4322,男,41100,110,不鼓励,计划
4324,男,55880,105,鼓励,计划
4325,男,54560,138,鼓励,计划
4326,男,76780,140,鼓励,计划
4327,男,39200,65,不鼓励,不计划
4328,男,36190,100,鼓励,计划
4330,男,11500,104,不鼓励,不计划
4331,女,39780,88,鼓励,不计划
4333,男,6700,88,不鼓励,不计划
4334,女,35400,92,不鼓励,不计划
4335,女,43300,80,不鼓励,不计划
4336,女,42000,101,不鼓励,不计划
4338,男,42900,108,不鼓励,不计划
4339,男,33300,104,不鼓励,不计划
4341,女,12000,74,不鼓励,不计划
4344,女,53100,121,鼓励,不计划
4345,男,36300,106,不鼓励,计划
4350,男,29100,91,不鼓励,不计划
4356,男,18630,75,鼓励,不计划
4358,男,34540,97,鼓励,计划
4361,男,26200,66,不鼓励,不计划
4365,男,39500,129,不鼓励,不计划
4368,男,42300,96,鼓励,不计划
4369,女,38200,116,不鼓励,不计划
4370,男,30600,70,不鼓励,不计划
4371,男,15210,107,鼓励,不计划
4372,女,44100,109,鼓励,不计划
4373,男,38070,98,鼓励,不计划
4376,男,30150,92,鼓励,不计划
4378,女,81400,97,鼓励,计划
4380,男,18450,99,鼓励,不计划
4382,女,47700,69,不鼓励,不计划
4383,男,31900,90,不鼓励,不计划
4385,男,57530,114,鼓励,计划
4386,男,43650,98,鼓励,不计划
4387,男,9600,109,不鼓励,不计划
4389,女,32300,71,不鼓励,不计划
4390,女,51590,134,鼓励,计划
4392,男,6750,88,鼓励,不计划
4393,男,38880,131,鼓励,不计划
4396,女,80520,132,鼓励,计划
4397,男,34650,100,鼓励,计划
4399,女,15600,80,不鼓励,不计划
4401,女,15200,80,不鼓励,不计划
4402,女,55100,136,不鼓励,不计划
4403,男,18900,63,不鼓励,不计划
4404,女,38430,107,鼓励,不计划
4405,女,38500,63,不鼓励,不计划
4406,男,34200,79,不鼓励,不计划
4408,男,54890,131,鼓励,计划
4409,女,71610,102,鼓励,计划
4410,男,75240,123,鼓励,计划
4411,男,45200,131,不鼓励,不计划
4412,男,41580,83,鼓励,不计划
4418,女,34100,70,不鼓励,不计划
4419,女,64080,88,鼓励,不计划
4421,男,73200,96,不鼓励,不计划
4423,男,24800,89,不鼓励,不计划
4425,女,43340,137,鼓励,计划
4426,男,44440,111,鼓励,计划
4428,女,52800,103,鼓励,计划
4430,男,56870,115,鼓励,计划
4431,女,43020,74,鼓励,不计划
4437,男,42400,110,不鼓励,不计划
4438,女,73260,101,鼓励,计划
4443,女,30510,120,鼓励,不计划
4444,女,51370,74,鼓励,计划
4445,女,23500,93,不鼓励,不计划
4447,女,46620,137,鼓励,不计划
4451,女,32000,109,不鼓励,不计划
4455,男,74250,140,鼓励,计划
4460,女,40600,65,不鼓励,不计划
4462,男,45180,77,鼓励,不计划
4464,男,57420,90,鼓励,计划
4465,女,10200,97,不鼓励,不计划
4466,男,38830,108,鼓励,计划
4469,男,40200,92,不鼓励,不计划
4470,男,37530,94,鼓励,不计划
4471,女,23850,75,鼓励,不计划
4473,女,5400,110,不鼓励,不计划
4476,男,16300,94,不鼓励,不计划
4477,男,36800,107,不鼓励,不计划
4478,男,55700,101,不鼓励,不计划
4479,女,53600,127,不鼓励,不计划
4481,男,31200,106,不鼓励,不计划
4482,男,14000,94,不鼓励,不计划
4483,男,62100,103,鼓励,不计划
4486,男,74910,96,鼓励,计划
4488,女,62150,126,鼓励,计划
4490,男,33300,136,鼓励,不计划
4500,男,81180,109,鼓励,计划
4501,女,39700,96,不鼓励,不计划
4503,男,59950,120,鼓励,计划
4505,女,42900,99,鼓励,计划
4506,女,14000,104,不鼓励,不计划
4507,女,24700,73,不鼓励,计划
4509,女,9810,131,鼓励,不计划
4510,女,38100,101,不鼓励,不计划
4511,男,74800,100,鼓励,计划
4513,女,32700,81,不鼓励,不计划
4514,男,53190,89,鼓励,不计划
4515,男,46400,90,不鼓励,不计划
4516,男,40950,111,鼓励,不计划
4518,女,32800,96,不鼓励,不计划
4519,女,69080,103,鼓励,计划
4524,女,45270,118,鼓励,不计划
4527,男,51480,67,鼓励,不计划
4528,男,47190,103,鼓励,计划
4532,女,21420,73,鼓励,不计划
4534,男,14000,97,不鼓励,不计划
4535,男,39300,99,不鼓励,不计划
4536,女,75020,122,鼓励,计划
4537,男,39800,69,不鼓励,不计划
4539,男,68970,120,鼓励,计划
4540,男,51300,92,鼓励,不计划
4543,男,42300,120,鼓励,不计划
4544,女,38800,98,不鼓励,不计划
4545,女,31860,98,鼓励,不计划
4547,女,28200,63,不鼓励,不计划
4549,男,24120,98,鼓励,不计划
4550,男,18900,109,不鼓励,计划
4551,男,38060,116,鼓励,计划
4556,女,22900,102,不鼓励,不计划
4557,女,45980,111,鼓励,计划
4559,女,39400,110,不鼓励,不计划
4560,男,25920,74,鼓励,不计划
4562,男,35010,98,鼓励,不计划
4564,女,61820,91,鼓励,计划
4566,女,63360,81,鼓励,不计划
4569,男,48000,117,不鼓励,不计划
4571,男,42020,108,鼓励,计划
4573,男,14100,118,不鼓励,不计划
4575,男,11200,87,不鼓励,不计划
4576,男,26550,105,鼓励,不计划
4577,男,57310,122,鼓励,计划
4578,女,44000,68,不鼓励,不计划
4579,男,29160,95,鼓励,不计划
4582,男,42200,64,不鼓励,不计划
4584,男,40300,106,不鼓励,不计划
4586,男,65560,96,鼓励,计划
4588,男,47880,132,鼓励,不计划
4589,男,27900,129,鼓励,不计划
4591,男,60930,102,鼓励,不计划
4592,男,41490,74,鼓励,不计划
4593,女,34000,109,不鼓励,不计划
4595,女,51120,91,鼓励,不计划
4596,女,42030,91,鼓励,不计划
4598,男,42750,98,鼓励,不计划
4599,男,25000,91,不鼓励,不计划
4600,女,55220,97,鼓励,计划
4601,女,37600,130,不鼓励,不计划
4602,男,66100,97,不鼓励,不计划
4604,女,37300,107,不鼓励,不计划
4605,男,31300,99,不鼓励,不计划
4606,男,53570,86,鼓励,计划
4608,女,20130,113,鼓励,计划
4609,男,12700,89,不鼓励,不计划
4610,男,59730,118,鼓励,计划
4611,女,46200,121,不鼓励,不计划
4618,女,55440,71,鼓励,计划
4619,男,24100,62,不鼓励,不计划
4621,男,19140,118,鼓励,计划
4623,男,42750,64,鼓励,不计划
4626,女,32500,107,不鼓励,不计划
4627,男,32400,121,不鼓励,不计划
4631,男,48730,122,鼓励,计划
4632,男,58080,106,鼓励,计划
4633,女,34470,90,鼓励,不计划
4636,男,34800,94,不鼓励,不计划
4641,女,54890,69,鼓励,计划
4645,男,6200,94,不鼓励,不计划
4647,男,45400,102,不鼓励,不计划
4648,女,17700,104,不鼓励,不计划
4650,男,35400,123,不鼓励,计划
4657,女,27990,94,鼓励,不计划
4662,女,47160,104,鼓励,不计划
4666,女,52380,69,鼓励,不计划
4669,女,55110,104,鼓励,计划
4670,女,44200,102,不鼓励,不计划
4672,女,29520,87,鼓励,不计划
4675,男,31700,129,不鼓励,不计划
4676,男,55330,128,鼓励,计划
4677,男,43890,99,鼓励,计划
4678,男,39160,121,鼓励,计划
4681,男,12900,94,不鼓励,不计划
4682,男,66440,102,鼓励,计划
4683,女,23320,120,鼓励,计划
4685,女,27900,104,不鼓励,不计划
4686,女,35280,108,鼓励,不计划
4687,男,66240,99,鼓励,不计划
4689,男,49100,91,不鼓励,不计划
4691,女,42500,81,不鼓励,不计划
4692,男,27900,103,鼓励,不计划
4696,女,28620,126,鼓励,不计划
4699,女,71170,99,鼓励,计划
4701,男,33110,78,鼓励,计划
4702,女,34290,94,鼓励,不计划
4703,男,64440,100,鼓励,不计划
4704,女,34500,110,不鼓励,不计划
4707,女,24100,84,不鼓励,不计划
4708,男,8190,83,鼓励,不计划
4709,女,45430,100,鼓励,计划
4711,男,29250,70,鼓励,不计划
4715,女,48100,110,不鼓励,不计划
4716,女,72270,98,鼓励,计划
4719,男,54780,96,鼓励,计划
4725,男,27090,119,鼓励,不计划
4727,女,24700,139,不鼓励,不计划
4735,女,68970,107,鼓励,计划
4738,女,38340,107,鼓励,不计划
4739,女,48200,69,不鼓励,不计划
4740,男,69190,99,鼓励,计划
4741,男,51040,135,鼓励,计划
4743,男,30800,70,不鼓励,不计划
4745,女,40050,100,鼓励,不计划
4746,男,47300,106,鼓励,计划
4747,男,30060,72,鼓励,不计划
4749,女,73700,127,鼓励,计划
4751,女,68090,97,鼓励,计划
4755,男,12200,100,不鼓励,不计划
4756,女,39200,70,不鼓励,不计划
4760,女,11300,81,不鼓励,不计划
4761,女,49800,101,不鼓励,不计划
4762,男,39600,62,不鼓励,不计划
4764,女,16650,97,鼓励,不计划
4765,女,27810,97,鼓励,不计划
4767,男,59850,89,鼓励,不计划
4770,女,42300,107,鼓励,不计划
4771,女,10900,65,不鼓励,不计划
4772,男,21700,93,不鼓励,不计划
4776,男,42030,106,鼓励,不计划
4778,男,54600,120,不鼓励,不计划
4780,男,42600,63,不鼓励,不计划
4784,男,34600,87,不鼓励,不计划
4786,男,12300,95,不鼓励,不计划
4789,女,45800,104,不鼓励,不计划
4793,女,31300,107,不鼓励,不计划
4795,女,28500,93,不鼓励,不计划
4798,男,71390,105,鼓励,计划
4800,女,59800,126,不鼓励,不计划
4802,男,8190,81,鼓励,不计划
4803,女,66600,126,不鼓励,不计划
4806,男,43100,103,不鼓励,不计划
4807,男,37700,96,不鼓励,不计划
4811,女,6600,61,不鼓励,不计划
4813,男,45500,87,不鼓励,计划
4814,女,48690,135,鼓励,不计划
4816,男,69960,105,鼓励,计划
4817,男,42900,132,鼓励,计划
4819,女,39000,102,不鼓励,不计划
4823,女,69850,134,鼓励,计划
4824,女,46500,92,不鼓励,不计划
4829,男,34200,94,不鼓励,不计划
4830,女,21700,73,不鼓励,不计划
4831,女,41000,136,不鼓励,计划
4834,男,37500,78,不鼓励,计划
4836,女,19440,84,鼓励,不计划
4837,男,28350,102,鼓励,不计划
4838,女,10670,70,鼓励,计划
4839,女,15900,116,不鼓励,不计划
4840,男,65560,110,鼓励,计划
4842,男,31200,94,不鼓励,不计划
4843,女,46970,117,鼓励,计划
4844,男,57310,140,鼓励,计划
4845,女,7100,101,不鼓励,不计划
4847,男,67100,112,鼓励,计划
4849,女,20600,93,不鼓励,不计划
4850,女,29500,133,不鼓励,不计划
4851,男,9630,100,鼓励,不计划
4852,男,29700,100,鼓励,计划
4858,男,46500,128,不鼓励,不计划
4859,女,11200,88,不鼓励,不计划
4860,女,32800,133,不鼓励,不计划
4865,女,31320,98,鼓励,不计划
4867,女,74140,83,鼓励,计划
4870,男,10600,64,不鼓励,不计划
4872,女,60390,96,鼓励,计划
4873,男,11600,76,不鼓励,不计划
4877,女,54450,104,鼓励,计划
4884,男,35600,94,不鼓励,不计划
4887,女,46420,104,鼓励,计划
4888,男,61050,99,鼓励,计划
4889,男,18600,88,不鼓励,不计划
4891,女,50700,122,不鼓励,不计划
4893,男,4680,65,鼓励,不计划
4896,男,47250,103,鼓励,不计划
4897,女,32500,101,不鼓励,不计划
4900,男,9100,96,不鼓励,不计划
4901,女,36100,94,不鼓励,不计划
4902,男,11990,138,鼓励,计划
4904,男,35700,76,不鼓励,不计划
4905,男,37840,135,鼓励,计划
4906,女,17700,103,不鼓励,不计划
4908,男,7700,81,不鼓励,不计划
4909,女,48180,98,鼓励,计划
4915,女,63270,129,鼓励,不计划
4917,男,20160,85,鼓励,不计划
4918,男,44220,92,鼓励,计划
4919,女,64240,104,鼓励,计划
4920,男,38900,102,不鼓励,不计划
4922,女,41500,95,不鼓励,不计划
4926,女,52000,89,不鼓励,不计划
4928,女,36500,94,不鼓励,不计划
4932,男,32500,115,不鼓励,不计划
4934,女,55620,122,鼓励,不计划
4936,女,11900,95,不鼓励,不计划
4938,男,37530,94,鼓励,不计划
4939,女,45100,113,鼓励,计划
4943,女,57690,102,鼓励,不计划
4945,女,39200,61,不鼓励,不计划
4946,女,41300,96,不鼓励,不计划
4947,女,61380,132,鼓励,不计划
4948,男,43200,98,鼓励,不计划
4951,男,51810,91,鼓励,计划
4952,男,41030,131,鼓励,计划
4953,女,66510,106,鼓励,不计划
4954,女,42900,69,不鼓励,不计划
4960,女,32040,97,鼓励,不计划
4961,女,36360,98,鼓励,不计划
4963,女,49050,95,鼓励,不计划
4964,男,30600,60,不鼓励,不计划
4969,男,30600,101,不鼓励,不计划
4970,男,26100,100,鼓励,不计划
4971,女,48300,101,不鼓励,计划
4972,女,42240,139,鼓励,计划
4977,男,42800,64,不鼓励,不计划
4978,女,40800,106,不鼓励,不计划
4979,女,48240,99,鼓励,不计划
4985,男,18100,100,不鼓励,不计划
4988,女,77990,98,鼓励,计划
4994,男,35820,106,鼓励,不计划
4998,男,64020,100,鼓励,计划
5001,男,53010,130,鼓励,不计划
5002,女,33900,101,不鼓励,不计划
5003,男,53680,92,鼓励,计划
5004,男,24700,116,不鼓励,不计划
5005,女,54990,128,鼓励,不计划
5009,女,51100,64,不鼓励,不计划
5010,女,40400,82,不鼓励,不计划
5013,男,39780,98,鼓励,不计划
5014,男,32670,68,鼓励,不计划
5015,女,19000,62,不鼓励,不计划
5017,男,20610,94,鼓励,不计划
5018,女,34200,129,不鼓励,不计划
5019,男,78540,133,鼓励,计划
5020,女,28700,80,不鼓励,不计划
5022,男,32130,94,鼓励,不计划
5023,男,25500,86,不鼓励,不计划
5029,男,49610,139,鼓励,计划
5030,男,32130,107,鼓励,不计划
5031,男,82390,63,鼓励,计划
5033,男,30700,98,不鼓励,不计划
5036,女,41100,102,不鼓励,不计划
5038,男,38700,130,鼓励,不计划
5040,男,47960,96,鼓励,计划
5042,女,27300,136,不鼓励,不计划
5044,男,30600,83,不鼓励,不计划
5046,女,12330,99,鼓励,不计划
5047,女,45430,122,鼓励,计划
5049,女,37080,107,鼓励,不计划
5050,女,55000,118,鼓励,计划
5057,男,46890,108,鼓励,不计划
5060,女,40600,80,不鼓励,不计划
5061,男,62820,99,鼓励,不计划
5063,女,25800,76,不鼓励,不计划
5065,男,72000,93,不鼓励,不计划
5066,女,21900,91,不鼓励,不计划
5070,女,31100,109,不鼓励,不计划
5072,女,75570,135,鼓励,计划
5073,男,37900,92,不鼓励,不计划
5074,女,36990,139,鼓励,不计划
5076,男,57200,105,不鼓励,计划
5077,女,69300,116,鼓励,计划
5078,男,53570,106,鼓励,计划
5079,女,8900,97,不鼓励,不计划
5082,男,52580,81,鼓励,计划
5086,男,31300,66,不鼓励,不计划
5087,男,69520,128,鼓励,计划
5090,女,66060,120,鼓励,不计划
5092,女,44110,113,鼓励,计划
5093,女,49900,101,不鼓励,不计划
5097,男,44200,99,不鼓励,不计划
5098,女,13600,76,不鼓励,不计划
5099,女,44100,128,不鼓励,不计划
5101,女,17100,79,鼓励,不计划
5104,女,37170,106,鼓励,不计划
5106,男,36190,114,鼓励,计划
5108,男,40400,97,不鼓励,不计划
5111,女,23040,79,鼓励,不计划
5112,女,65600,106,不鼓励,不计划
5115,男,52800,133,鼓励,计划
5117,男,52400,92,不鼓励,不计划
5118,女,35910,107,鼓励,不计划
5120,男,68090,109,鼓励,计划
5121,女,15500,78,不鼓励,不计划
5125,男,80080,139,鼓励,计划
5127,女,19900,98,不鼓励,不计划
5128,女,41500,83,不鼓励,不计划
5134,女,67430,108,鼓励,计划
5135,男,52740,98,鼓励,不计划
5138,女,23900,61,不鼓励,不计划
5139,男,43780,91,鼓励,计划
5140,女,38800,104,不鼓励,不计划
5141,女,21300,137,不鼓励,不计划
5147,女,63000,106,鼓励,不计划
5149,男,13420,108,鼓励,计划
5150,女,43700,108,不鼓励,不计划
5151,男,38610,93,鼓励,不计划
5152,女,11300,94,不鼓励,不计划
5154,男,14220,101,鼓励,不计划
5155,男,21450,96,鼓励,计划
5156,男,42660,126,鼓励,不计划
5157,女,16100,98,不鼓励,不计划
5161,男,68310,122,鼓励,计划
5163,男,79200,134,鼓励,计划
5164,男,54010,139,鼓励,计划
5166,男,22900,96,不鼓励,不计划
5167,男,14200,72,不鼓励,不计划
5169,女,31200,91,不鼓励,不计划
5171,男,38970,97,鼓励,不计划
5172,男,12650,128,鼓励,计划
5174,男,30500,99,不鼓励,不计划
5176,男,49400,110,不鼓励,计划
5178,男,40260,111,鼓励,计划
5180,女,30780,119,鼓励,不计划
5182,男,42300,106,鼓励,不计划
5183,男,55980,107,鼓励,不计划
5184,男,27900,98,鼓励,不计划
5186,女,65600,92,不鼓励,不计划
5189,女,29400,96,不鼓励,不计划
5192,男,41700,130,不鼓励,计划
5193,女,55330,114,鼓励,计划
5194,男,69850,104,鼓励,计划
5195,女,53130,84,鼓励,计划
5200,男,52800,120,鼓励,计划
5201,女,39960,91,鼓励,不计划
5202,女,45810,102,鼓励,不计划
5203,男,33030,99,鼓励,不计划
5204,女,44600,101,不鼓励,不计划
5208,女,23100,107,不鼓励,不计划
5210,女,30200,66,不鼓励,不计划
5212,男,48300,130,不鼓励,不计划
5215,女,55000,64,不鼓励,不计划
5216,女,19500,97,不鼓励,不计划
5218,女,45800,95,不鼓励,不计划
5220,男,71060,105,鼓励,计划
5222,女,46200,135,鼓励,计划
5223,男,10800,126,鼓励,不计划
5224,女,72160,123,鼓励,计划
5225,女,31800,96,不鼓励,不计划
5229,女,68420,128,鼓励,计划
5234,男,65010,91,鼓励,计划
5235,男,48500,82,不鼓励,不计划
5236,女,37800,107,不鼓励,不计划
5238,男,70070,97,鼓励,计划
5239,女,16500,87,不鼓励,不计划
5243,女,44990,113,鼓励,计划
5244,男,53350,122,鼓励,计划
5245,女,29600,107,不鼓励,不计划
5246,男,21340,118,鼓励,计划
5251,女,71610,128,鼓励,计划
5258,男,49390,122,鼓励,计划
5263,女,31500,93,不鼓励,不计划
5264,女,48730,109,鼓励,计划
5270,女,27270,63,鼓励,不计划
5271,女,22400,139,不鼓励,计划
5272,男,68000,83,不鼓励,不计划
5274,男,38060,127,鼓励,计划
5275,女,46800,102,不鼓励,不计划
5276,女,55220,92,鼓励,计划
5277,男,76120,137,鼓励,计划
5279,女,34000,123,不鼓励,不计划
5282,女,32600,98,不鼓励,不计划
5283,女,39710,61,鼓励,计划
5286,女,49050,102,鼓励,不计划
5287,女,78760,140,鼓励,计划
5288,男,40400,93,不鼓励,不计划
5290,女,56650,109,鼓励,计划
5291,女,37400,82,不鼓励,不计划
5293,男,32400,93,鼓励,不计划
5294,女,33030,95,鼓励,不计划
5303,男,80630,96,鼓励,计划
5306,男,35640,96,鼓励,不计划
5307,女,44640,100,鼓励,不计划
5308,男,32310,102,鼓励,不计划
5309,男,61930,104,鼓励,计划
5310,女,14400,86,不鼓励,不计划
5315,男,44280,104,鼓励,不计划
5317,女,56210,129,鼓励,计划
5319,女,40500,108,不鼓励,不计划
5320,男,41500,135,不鼓励,不计划
5323,男,17300,135,不鼓励,不计划
5325,女,48900,134,不鼓励,不计划
5326,男,59290,120,鼓励,计划
5327,男,31460,139,鼓励,计划
5328,男,37400,63,不鼓励,不计划
5329,女,48100,90,不鼓励,不计划
5333,女,49800,76,不鼓励,不计划
5334,女,46640,123,鼓励,计划
5337,女,35000,74,不鼓励,不计划
5338,女,53000,75,不鼓励,不计划
5339,男,8820,72,鼓励,不计划
5340,男,48950,127,鼓励,计划
5342,女,39330,103,鼓励,不计划
5346,女,61270,94,鼓励,计划
5347,男,57090,109,鼓励,计划
5348,女,57240,117,鼓励,不计划
5350,女,51150,134,鼓励,计划
5351,男,73700,118,鼓励,计划
5352,女,39420,101,鼓励,不计划
5354,女,40050,60,鼓励,不计划
5355,男,42100,94,不鼓励,不计划
5359,男,50850,74,鼓励,不计划
5367,男,47500,97,不鼓励,不计划
5368,女,43000,98,不鼓励,不计划
5369,女,35900,97,不鼓励,不计划
5371,女,9100,106,不鼓励,不计划
5373,男,53570,102,鼓励,计划
5374,男,17200,104,不鼓励,不计划
5375,女,44190,72,鼓励,不计划
5377,男,36720,72,鼓励,不计划
5381,女,28700,110,不鼓励,不计划
5382,男,36300,92,鼓励,计划
5385,男,44880,83,鼓励,计划
5386,女,37500,89,不鼓励,不计划
5388,男,38200,95,不鼓励,不计划
5389,男,47410,126,鼓励,计划
5391,女,66690,101,鼓励,不计划
5392,男,66220,134,鼓励,计划
5397,女,62920,87,鼓励,计划
5398,女,60840,73,鼓励,不计划
5399,女,24000,64,不鼓励,不计划
5400,男,12150,92,鼓励,不计划
5401,女,72820,118,鼓励,计划
5402,女,45100,95,不鼓励,不计划
5406,男,12800,74,不鼓励,不计划
5407,女,35800,106,不鼓励,不计划
5409,男,36630,104,鼓励,计划
5416,男,57400,93,不鼓励,计划
5421,男,63580,100,鼓励,计划
5422,男,34600,138,不鼓励,不计划
5423,女,68310,135,鼓励,计划
5425,女,27400,81,不鼓励,不计划
5426,女,19300,109,不鼓励,不计划
5427,男,40320,90,鼓励,不计划
5430,男,38060,105,鼓励,计划
5432,男,49170,106,鼓励,计划
5434,女,34020,129,鼓励,不计划
5435,男,31400,100,不鼓励,不计划
5436,男,28400,73,不鼓励,不计划
5441,男,37400,107,不鼓励,不计划
5444,男,54270,69,鼓励,不计划
5446,男,55000,104,不鼓励,不计划
5447,男,26900,94,不鼓励,不计划
5448,男,44440,128,鼓励,计划
5449,男,33800,102,不鼓励,不计划
5450,女,29200,135,不鼓励,不计划
5451,男,56160,81,鼓励,不计划
5453,男,41470,71,鼓励,计划
5454,男,31950,80,鼓励,不计划
5457,男,44400,108,不鼓励,不计划
5463,女,47300,102,鼓励,计划
5464,女,58630,137,鼓励,计划
5466,男,57510,91,鼓励,不计划
5472,男,51370,103,鼓励,计划
5473,女,12300,67,不鼓励,不计划
5474,男,20500,125,不鼓励,不计划
5476,男,60060,112,鼓励,计划
5477,女,66200,93,不鼓励,不计划
5482,男,17700,109,不鼓励,不计划
5485,女,27990,60,鼓励,不计划
5487,男,37500,106,不鼓励,不计划
5489,女,13600,64,不鼓励,不计划
5491,女,17200,92,不鼓励,不计划
5493,男,61290,100,鼓励,不计划
5497,男,37100,107,不鼓励,不计划
5499,男,60700,97,不鼓励,不计划
5500,女,69850,116,鼓励,计划
5501,女,45600,99,不鼓励,不计划
5503,女,28200,102,不鼓励,计划
5505,女,42210,106,鼓励,不计划
5506,男,45650,93,鼓励,计划
5507,男,82170,124,鼓励,计划
5508,男,40950,100,鼓励,不计划
5509,男,54700,90,不鼓励,不计划
5510,女,42200,104,不鼓励,计划
5512,男,62920,105,鼓励,计划
5513,女,55710,112,鼓励,不计划
5517,女,25740,85,鼓励,不计划
5518,男,25830,113,鼓励,不计划
5521,女,49000,99,不鼓励,不计划
5525,男,40260,134,鼓励,计划
5526,男,44800,138,不鼓励,不计划
5529,男,65890,134,鼓励,计划
5532,女,32800,92,不鼓励,不计划
5535,男,55770,130,鼓励,计划
5538,女,47740,129,鼓励,计划
5540,男,32100,109,不鼓励,不计划
5542,男,10300,71,不鼓励,不计划
5545,男,77000,113,鼓励,计划
5546,男,35700,118,不鼓励,不计划
5548,男,63800,119,鼓励,计划
5552,女,27900,70,鼓励,不计划
5553,女,28930,91,鼓励,计划
5554,女,5400,90,不鼓励,不计划
5555,女,60940,109,鼓励,计划
5556,女,32900,108,不鼓励,不计划
5558,男,27600,86,不鼓励,不计划
5562,女,45300,73,不鼓励,不计划
5563,男,31500,107,不鼓励,不计划
5564,男,81510,124,鼓励,计划
5565,女,35500,93,不鼓励,不计划
5568,女,36400,111,不鼓励,不计划
5569,女,66510,92,鼓励,不计划
5570,女,33600,61,不鼓励,不计划
5573,女,44300,92,不鼓励,不计划
5579,女,51810,108,鼓励,计划
5580,女,43300,103,不鼓励,不计划
5583,女,33700,103,不鼓励,不计划
5584,男,33390,109,鼓励,不计划
5585,男,69520,139,鼓励,计划
5587,男,37980,64,鼓励,不计划
5588,男,18800,134,不鼓励,不计划
5590,男,75900,134,鼓励,计划
5593,男,69520,105,鼓励,计划
5595,男,25380,124,鼓励,不计划
5596,女,55440,119,鼓励,计划
5598,男,11770,107,鼓励,计划
5599,女,36700,91,不鼓励,不计划
5601,女,78870,95,鼓励,计划
5602,女,39400,106,不鼓励,不计划
5603,男,55770,109,鼓励,计划
5604,女,21500,109,不鼓励,计划
5605,女,35100,124,不鼓励,不计划
5606,男,45450,99,鼓励,不计划
5610,男,39200,103,不鼓励,不计划
5611,男,59070,107,鼓励,计划
5613,男,35310,79,鼓励,计划
5614,女,11200,94,不鼓励,不计划
5615,女,30000,97,不鼓励,不计划
5616,女,9600,100,不鼓励,不计划
5618,女,38900,68,不鼓励,不计划
5619,女,33330,127,鼓励,计划
5621,女,25830,68,鼓励,不计划
5622,女,57090,69,鼓励,计划
5624,男,68420,118,鼓励,计划
5631,女,76780,127,鼓励,计划
5636,男,48510,108,鼓励,计划
5639,女,17640,96,鼓励,不计划
5641,男,14800,91,不鼓励,不计划
5642,女,61930,130,鼓励,计划
5643,女,47900,106,不鼓励,不计划
5645,男,46860,109,鼓励,计划
5649,女,20500,102,不鼓励,不计划
5650,女,12100,92,不鼓励,不计划
5651,男,52110,92,鼓励,不计划
5653,男,16020,109,鼓励,不计划
5656,男,47300,125,鼓励,计划
5657,女,67230,139,鼓励,不计划
5658,男,76780,104,鼓励,计划
5660,女,10700,105,不鼓励,不计划
5661,女,37800,62,不鼓励,不计划
5662,女,39300,66,不鼓励,不计划
5666,男,30420,93,鼓励,不计划
5668,女,32700,103,不鼓励,不计划
5671,女,61820,98,鼓励,计划
5672,女,74900,91,不鼓励,不计划
5675,男,9540,93,鼓励,不计划
5677,女,9270,98,鼓励,不计划
5678,男,42900,125,鼓励,计划
5679,男,65230,110,鼓励,计划
5680,男,47700,99,不鼓励,不计划
5681,男,66330,100,鼓励,计划
5683,男,41000,82,不鼓励,不计划
5684,男,64240,111,鼓励,计划
5688,男,41470,115,鼓励,计划
5690,女,74470,95,鼓励,计划
5696,男,42200,107,不鼓励,不计划
5698,女,13300,97,不鼓励,不计划
5699,女,55980,116,鼓励,不计划
5700,男,56500,94,不鼓励,不计划
5702,女,39420,127,鼓励,不计划
5703,女,21600,135,不鼓励,不计划
5704,女,23100,99,不鼓励,不计划
5705,女,31500,135,不鼓励,不计划
5706,男,13200,85,不鼓励,不计划
5708,男,31700,109,不鼓励,不计划
5713,男,14800,106,不鼓励,不计划
5717,男,80630,102,鼓励,计划
5718,女,71400,100,不鼓励,不计划
5719,女,78430,136,鼓励,计划
5721,女,33330,131,鼓励,计划
5725,男,37800,87,鼓励,不计划
5726,男,30150,75,鼓励,不计划
5727,女,29610,82,鼓励,不计划
5728,男,73700,139,鼓励,计划
5729,男,16200,61,不鼓励,不计划
5730,女,38280,96,鼓励,计划
5732,男,27180,91,鼓励,不计划
5733,男,54360,95,鼓励,不计划
5735,男,27300,92,不鼓励,不计划
5736,男,45760,128,鼓励,计划
5739,女,36700,133,不鼓励,不计划
